idx,date,hash,a,b,c,d,e,f,g,h,Y
208,20190724,2ec3de64d3e0ad3e71e0f874ececd1ac0d2755ae61e379bf93311f6f6016a54e,45,1,77,77,0,0,0,0,0
209,20190725,2ec3de64d3e0ad3e71e0f874ececd1ac0d2755ae61e379bf93311f6f6016a54e,30,0,77,0,0,0,0,0,0
210,20190726,2ec3de64d3e0ad3e71e0f874ececd1ac0d2755ae61e379bf93311f6f6016a54e,37,0,77,0,0,0,0,0,0
211,20190727,2ec3de64d3e0ad3e71e0f874ececd1ac0d2755ae61e379bf93311f6f6016a54e,44,1,77,77,0,0,0,0,0
212,20190728,2ec3de64d3e0ad3e71e0f874ececd1ac0d2755ae61e379bf93311f6f6016a54e,49,3,77,231,0,0,0,0,0
213,20190729,2ec3de64d3e0ad3e71e0f874ececd1ac0d2755ae61e379bf93311f6f6016a54e,35,0,77,0,0,0,0,0,0
214,20190730,2ec3de64d3e0ad3e71e0f874ececd1ac0d2755ae61e379bf93311f6f6016a54e,46,1,77,77,0,0,0,0,0
215,20190731,2ec3de64d3e0ad3e71e0f874ececd1ac0d2755ae61e379bf93311f6f6016a54e,36,1,77,77,3,3,0,0,1
216,20190701,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,806,0,77,0,0,0,0,0,0
217,20190702,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,820,0,77,0,0,0,0,0,0
218,20190703,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,811,0,77,0,0,0,0,0,0
219,20190704,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,829,0,77,0,0,0,0,0,0
220,20190705,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,814,0,77,0,0,0,0,0,0
221,20190706,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,757,0,77,0,0,0,0,0,0
222,20190707,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,915,0,77,0,0,0,0,0,0
223,20190708,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,915,0,77,0,0,0,0,0,0
224,20190709,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,905,1,77,77,0,0,0,0,0
225,20190710,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,834,0,77,0,0,0,0,0,0
226,20190711,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,851,0,77,0,0,0,0,0,0
227,20190712,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,809,0,77,0,0,0,0,0,0
228,20190713,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,761,0,77,0,0,0,0,0,0
229,20190714,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,835,0,77,0,0,0,0,0,0
230,20190715,ad59afc4b37c4f7bab39dc2d250335da8e64ea06ebb62133bbc4012f926e5792,151,0,77,0,0,0,0,0,0
231,20190716,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,1,0,77,0,0,0,0,0,0
232,20190717,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,3,0,77,0,0,0,0,0,0
233,20190718,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,5,0,77,0,0,0,0,0,0
234,20190719,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,3,0,77,0,0,0,0,0,0
235,20190720,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,5,0,77,0,0,0,0,0,0
236,20190721,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,2,0,77,0,0,0,0,0,0
237,20190722,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,1,0,77,0,0,0,0,0,0
238,20190723,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,10,0,77,0,0,0,0,0,0
239,20190724,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,4,0,77,0,0,0,0,0,0
240,20190725,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,7,0,77,0,0,0,0,0,0
241,20190726,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,5,0,77,0,0,0,0,0,0
242,20190727,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,5,0,77,0,0,0,0,0,0
243,20190728,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,16,0,77,0,0,0,0,0,0
244,20190729,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,6,0,77,0,0,0,0,0,0
245,20190730,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,7,0,77,0,0,0,0,0,0
246,20190731,7e33d73dafe53c7593c2756a9e67251f962b9b659aa4112631914d77a9138097,7,0,77,0,0,0,0,0,0
247,20190701,fcb96c473c88ba72eff5f4432e4390e221a4ea98f376910287c4b1dc4cdc8646,80,26,77,2002,3,3,0,0,1
248,20190702,fcb96c473c88ba72eff5f4432e4390e221a4ea98f376910287c4b1dc4cdc8646,114,44,77,3388,7,6,0,1,1
249,20190703,fcb96c473c88ba72eff5f4432e4390e221a4ea98f376910287c4b1dc4cdc8646,46,12,77,924,2,2,0,0,0
250,20190704,fcb96c473c88ba72eff5f4432e4390e221a4ea98f376910287c4b1dc4cdc8646,16,6,77,462,0,0,0,0,0
251,20190716,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,9,0,77,0,0,0,0,0,0
252,20190717,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,74,5,77,385,1,1,0,0,0
253,20190718,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,110,7,77,539,5,5,0,0,1
254,20190719,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,74,5,77,385,0,0,0,0,0
255,20190720,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,57,7,77,539,2,2,0,0,1
256,20190721,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,82,4,77,308,0,0,0,0,0
257,20190722,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,53,4,77,308,0,0,0,0,0
258,20190723,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,48,0,77,0,0,0,0,0,0
259,20190724,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,31,2,77,154,0,0,0,0,0
260,20190725,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,12,0,77,0,0,0,0,0,0
261,20190726,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,9,2,77,154,0,0,0,0,0
262,20190727,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,23,2,77,154,0,0,0,0,0
263,20190728,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,26,0,77,0,0,0,0,0,0
264,20190729,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,12,0,77,0,0,0,0,0,0
265,20190730,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,4,0,77,0,0,0,0,0,0
266,20190731,e3c27785d3aa966312c9ed451875d941bb9a8e1be32a55b37dce0a1baf43a067,1,0,77,0,0,0,0,0,0
267,20190701,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,768,3,77,231,1,1,0,0,0
268,20190702,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,1063,0,77,0,0,0,0,0,0
269,20190703,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,1333,1,77,77,0,0,0,0,0
270,20190704,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,1735,3,77,231,0,0,0,0,0
271,20190705,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,1619,3,77,231,1,1,0,0,1
272,20190706,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,1727,2,77,154,0,0,0,0,0
273,20190707,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,1611,4,77,308,0,0,0,0,1
274,20190708,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,2039,2,77,154,0,0,0,0,0
275,20190709,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,2197,1,77,77,0,0,0,0,0
276,20190710,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,2129,0,77,0,1,1,3,0,0
277,20190711,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,2240,3,77,231,0,0,0,0,0
278,20190712,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,2777,6,77,462,2,2,1,0,0
279,20190713,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,3173,1,77,77,0,0,0,0,0
280,20190714,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,4498,8,77,616,0,0,0,0,0
281,20190715,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,5150,10,77,770,0,0,0,0,0
282,20190716,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,8480,5,77,385,1,1,1,0,0
283,20190717,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,22641,27,77,2079,0,0,0,0,0
284,20190718,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,16720,13,77,1001,2,2,0,0,1
285,20190719,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,14122,3,77,231,0,0,0,0,0
286,20190720,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,11540,2,77,154,0,0,0,0,0
287,20190721,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,15305,12,77,924,1,1,0,0,0
288,20190722,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,2752,1,77,77,0,0,0,0,0
289,20190723,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,1304,0,77,0,0,0,0,0,0
290,20190724,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,673,0,77,0,0,0,0,0,0
291,20190725,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,503,0,77,0,0,0,0,0,0
292,20190726,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,521,1,77,77,0,0,0,0,1
293,20190727,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,550,0,77,0,0,0,0,0,0
294,20190728,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,430,1,77,77,0,0,0,0,0
295,20190729,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,277,0,77,0,0,0,0,0,0
296,20190730,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,238,0,77,0,0,0,0,0,0
297,20190731,7ed0154b7e480d17ea0b2effe12d3ede65b08c2420c7e69c5dace30cefbaa77d,232,0,77,0,0,0,0,0,0
298,20190705,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,63,1,77,77,0,0,0,0,0
299,20190706,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,44,2,77,154,0,0,0,0,0
300,20190707,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,37,5,77,385,0,0,0,0,0
301,20190708,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,12,0,77,0,0,0,0,0,0
302,20190709,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,42,3,77,231,0,0,0,0,0
303,20190710,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,28,0,77,0,0,0,0,0,0
304,20190711,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,21,0,77,0,0,0,0,0,0
305,20190712,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,24,0,77,0,0,0,0,0,0
306,20190713,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,29,1,77,77,0,0,0,0,0
307,20190714,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,19,0,77,0,0,0,0,0,0
308,20190715,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,28,1,77,77,0,0,0,0,0
309,20190716,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,45,1,77,77,0,0,0,0,0
310,20190717,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,25,2,77,154,0,0,0,0,0
311,20190718,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,22,1,77,77,1,1,0,0,1
312,20190719,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,25,0,77,0,0,0,0,0,0
313,20190720,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,24,0,77,0,0,0,0,0,0
314,20190721,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,46,1,77,77,0,0,0,0,0
315,20190722,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,54,2,77,154,0,0,0,0,0
316,20190723,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,73,3,77,231,0,0,0,0,0
317,20190724,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,64,2,77,154,0,0,0,0,0
318,20190725,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,52,0,77,0,0,0,0,0,0
319,20190726,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,80,3,77,231,0,0,0,0,0
320,20190727,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,72,3,77,231,0,0,0,0,0
321,20190728,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,95,5,77,385,0,0,0,0,0
322,20190729,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,120,6,77,462,1,1,0,0,1
323,20190730,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,106,2,77,154,0,0,0,0,0
324,20190731,f097fde9935e3c1bb648cbf16363df8e751e5066a088382f2ad099c9d97bc578,131,5,77,385,2,2,0,0,0
325,20190705,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,98,1,77,77,0,0,0,0,0
326,20190706,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,210,4,77,308,0,0,0,0,0
327,20190707,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,220,6,77,462,1,1,0,0,0
328,20190708,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,163,1,77,77,0,0,0,0,0
329,20190709,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,175,5,77,385,0,0,0,0,0
330,20190710,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,154,3,77,231,0,0,0,0,0
331,20190711,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,209,2,77,154,0,0,0,0,0
332,20190712,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,192,1,77,77,0,0,0,0,0
333,20190713,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,215,2,77,154,1,1,0,0,0
334,20190714,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,242,3,77,231,1,1,0,0,0
335,20190715,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,261,6,77,462,0,0,0,0,0
336,20190716,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,393,8,77,616,0,0,0,0,0
337,20190717,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,385,8,77,616,1,1,0,0,0
338,20190718,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,342,5,77,385,0,0,0,0,0
339,20190719,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,385,4,77,308,2,1,0,0,1
340,20190720,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,397,2,77,154,0,0,0,0,0
341,20190721,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,499,5,77,385,0,0,0,0,0
342,20190722,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,573,9,77,693,0,0,0,0,1
343,20190723,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,455,1,77,77,0,0,0,0,0
344,20190724,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,441,5,77,385,0,0,0,0,0
345,20190725,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,369,1,77,77,0,0,0,0,0
346,20190726,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,400,1,77,77,0,0,0,0,0
347,20190727,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,527,4,77,308,0,0,0,0,0
348,20190728,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,544,1,77,77,0,0,0,0,0
349,20190729,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,577,1,77,77,0,0,0,0,0
350,20190730,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,622,8,77,616,0,0,0,0,0
351,20190731,d10e1479c55b30732a0477e8755278c40d983ca84b9dea8633845436ea867119,577,6,77,462,0,0,0,0,0
352,20190718,f923619ff710c49c324f8ef2660b09716c66bb2023ec7b1ca82a43f7d2fd4b37,101,4,77,308,0,0,0,0,0
353,20190719,f923619ff710c49c324f8ef2660b09716c66bb2023ec7b1ca82a43f7d2fd4b37,42,0,77,0,0,0,0,0,0
354,20190720,f923619ff710c49c324f8ef2660b09716c66bb2023ec7b1ca82a43f7d2fd4b37,24,0,77,0,0,0,0,0,0
355,20190721,f923619ff710c49c324f8ef2660b09716c66bb2023ec7b1ca82a43f7d2fd4b37,115,0,77,0,0,0,0,0,0
356,20190722,f923619ff710c49c324f8ef2660b09716c66bb2023ec7b1ca82a43f7d2fd4b37,117,0,77,0,0,0,0,0,0
357,20190723,f923619ff710c49c324f8ef2660b09716c66bb2023ec7b1ca82a43f7d2fd4b37,136,0,77,0,0,0,0,0,0
358,20190724,f923619ff710c49c324f8ef2660b09716c66bb2023ec7b1ca82a43f7d2fd4b37,100,1,77,77,0,0,0,0,0
359,20190725,f923619ff710c49c324f8ef2660b09716c66bb2023ec7b1ca82a43f7d2fd4b37,95,1,77,77,0,0,0,0,0
360,20190726,f923619ff710c49c324f8ef2660b09716c66bb2023ec7b1ca82a43f7d2fd4b37,368,4,77,308,1,1,0,0,1
361,20190727,f923619ff710c49c324f8ef2660b09716c66bb2023ec7b1ca82a43f7d2fd4b37,532,5,77,385,1,1,0,0,1
362,20190728,f923619ff710c49c324f8ef2660b09716c66bb2023ec7b1ca82a43f7d2fd4b37,247,1,77,77,0,0,0,0,0
363,20190729,f923619ff710c49c324f8ef2660b09716c66bb2023ec7b1ca82a43f7d2fd4b37,45,0,77,0,0,0,0,0,0
364,20190730,f923619ff710c49c324f8ef2660b09716c66bb2023ec7b1ca82a43f7d2fd4b37,27,1,77,77,0,0,0,0,0
365,20190731,f923619ff710c49c324f8ef2660b09716c66bb2023ec7b1ca82a43f7d2fd4b37,18,0,77,0,0,0,0,0,0
366,20190721,ac3acc9ff22266868ac2bf235a938a065601f173e5596c6b6f9a158f0aa87a08,25,9,77,693,1,1,0,0,1
367,20190722,ac3acc9ff22266868ac2bf235a938a065601f173e5596c6b6f9a158f0aa87a08,31,10,77,770,1,1,0,0,1
368,20190723,ac3acc9ff22266868ac2bf235a938a065601f173e5596c6b6f9a158f0aa87a08,25,9,77,693,1,1,0,0,0
369,20190724,ac3acc9ff22266868ac2bf235a938a065601f173e5596c6b6f9a158f0aa87a08,8,2,77,154,0,0,0,0,0
370,20190725,ac3acc9ff22266868ac2bf235a938a065601f173e5596c6b6f9a158f0aa87a08,5,1,77,77,0,0,0,0,0
371,20190726,ac3acc9ff22266868ac2bf235a938a065601f173e5596c6b6f9a158f0aa87a08,2,0,77,0,0,0,0,0,0
372,20190727,ac3acc9ff22266868ac2bf235a938a065601f173e5596c6b6f9a158f0aa87a08,0,0,77,0,0,0,0,0,0
373,20190728,ac3acc9ff22266868ac2bf235a938a065601f173e5596c6b6f9a158f0aa87a08,1,1,77,77,0,0,0,0,0
374,20190729,ac3acc9ff22266868ac2bf235a938a065601f173e5596c6b6f9a158f0aa87a08,2,0,77,0,0,0,0,0,0
375,20190730,ac3acc9ff22266868ac2bf235a938a065601f173e5596c6b6f9a158f0aa87a08,4,0,77,0,0,0,0,0,0
376,20190731,ac3acc9ff22266868ac2bf235a938a065601f173e5596c6b6f9a158f0aa87a08,0,0,77,0,0,0,0,0,0
377,20190701,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,4,0,77,0,0,0,0,0,0
378,20190702,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,1,0,77,0,0,0,0,0,0
379,20190703,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,2,0,77,0,0,0,0,0,0
380,20190704,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,1,0,77,0,0,0,0,0,0
381,20190705,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,1,0,77,0,0,0,0,0,0
382,20190706,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,3,0,77,0,0,0,0,0,0
383,20190707,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,3,0,77,0,0,0,0,0,0
384,20190708,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,4,0,77,0,0,0,0,0,0
385,20190709,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,5,0,77,0,0,0,0,0,0
386,20190710,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,1,0,77,0,0,0,0,0,0
387,20190711,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,7,0,77,0,0,0,0,0,0
388,20190712,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,2,0,77,0,0,0,0,0,0
389,20190713,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,5,0,77,0,0,0,0,0,0
390,20190714,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,3,0,77,0,0,0,0,0,0
391,20190715,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,4,0,77,0,0,0,0,0,0
392,20190716,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,1,0,77,0,0,0,0,0,0
393,20190717,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,23,0,77,0,0,0,0,0,0
394,20190718,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,1,0,77,0,0,0,0,0,0
395,20190719,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,5,0,77,0,0,0,0,0,0
396,20190720,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,3,0,77,0,0,0,0,0,0
397,20190721,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,6,0,77,0,0,0,0,0,0
398,20190722,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,8,0,77,0,0,0,0,0,0
399,20190723,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,4,0,77,0,0,0,0,0,0
400,20190724,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,5,0,77,0,0,0,0,0,0
401,20190725,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,6,0,77,0,0,0,0,0,0
402,20190726,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,6,0,77,0,0,0,0,0,0
403,20190727,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,5,0,77,0,0,0,0,0,0
404,20190728,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,6,0,77,0,0,0,0,0,0
405,20190729,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,6,0,77,0,0,0,0,0,0
406,20190730,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,4,0,77,0,0,0,0,0,0
407,20190731,f30edb4c5e98ad09733548746eac4f3589106bfa9f6a596a52c5f0ba952443b1,6,0,77,0,0,0,0,0,0
408,20190701,2f8196f252182394898427eb519a9d397cce0e66ab72e88c8037b0a4d10d7284,156,4,77,308,2,1,0,0,1
409,20190702,2f8196f252182394898427eb519a9d397cce0e66ab72e88c8037b0a4d10d7284,148,2,77,154,1,1,0,0,0
410,20190703,2f8196f252182394898427eb519a9d397cce0e66ab72e88c8037b0a4d10d7284,158,4,77,308,0,0,0,0,0
411,20190704,2f8196f252182394898427eb519a9d397cce0e66ab72e88c8037b0a4d10d7284,165,9,77,693,2,2,0,0,0
412,20190705,2f8196f252182394898427eb519a9d397cce0e66ab72e88c8037b0a4d10d7284,158,13,77,1001,2,2,0,0,0
413,20190706,2f8196f252182394898427eb519a9d397cce0e66ab72e88c8037b0a4d10d7284,183,6,77,462,1,1,0,0,1
414,20190707,2f8196f252182394898427eb519a9d397cce0e66ab72e88c8037b0a4d10d7284,206,13,77,1001,1,1,0,0,0
415,20190708,2f8196f252182394898427eb519a9d397cce0e66ab72e88c8037b0a4d10d7284,239,6,77,462,0,0,0,0,0
416,20190709,2f8196f252182394898427eb519a9d397cce0e66ab72e88c8037b0a4d10d7284,251,14,77,1078,1,1,0,0,0
417,20190710,2f8196f252182394898427eb519a9d397cce0e66ab72e88c8037b0a4d10d7284,226,12,77,924,0,0,0,0,0
